City,Year,Month,ARI_Type,Temperature_C,Humidity_%,Rainfall_mm,Cases
Victoria,2022,11,Bronchitis,28.3,87,132,23
Victoria,2022,11,Asthma,28.3,87,132,194
Victoria,2022,11,Common Cold,28.3,87,132,368
Pagsanjan,2022,11,Influenza,26.9,84,99,261
Pagsanjan,2022,11,Pneumonia,26.9,84,99,105
Pagsanjan,2022,11,Bronchitis,26.9,84,99,146
Pagsanjan,2022,11,Asthma,26.9,84,99,100
Pagsanjan,2022,11,Common Cold,26.9,84,99,404
Pakil,2022,11,Influenza,27.4,86,110,197
Pakil,2022,11,Pneumonia,27.4,86,110,173
Pakil,2022,11,Bronchitis,27.4,86,110,102
Pakil,2022,11,Asthma,27.4,86,110,106
Pakil,2022,11,Common Cold,27.4,86,110,466
Paete,2022,11,Influenza,27.4,87,82,250
Paete,2022,11,Pneumonia,27.4,87,82,137
Paete,2022,11,Bronchitis,27.4,87,82,52
Paete,2022,11,Asthma,27.4,87,82,85
Paete,2022,11,Common Cold,27.4,87,82,414
Pila,2022,11,Influenza,28.4,81,86,207
Pila,2022,11,Pneumonia,28.4,81,86,118
Pila,2022,11,Bronchitis,28.4,81,86,118
Pila,2022,11,Asthma,28.4,81,86,76
Pila,2022,11,Common Cold,28.4,81,86,473
Liliw,2022,11,Influenza,26.8,82,123,123
Liliw,2022,11,Pneumonia,26.8,82,123,87
Liliw,2022,11,Bronchitis,26.8,82,123,123
Liliw,2022,11,Asthma,26.8,82,123,55
Liliw,2022,11,Common Cold,26.8,82,123,128
Nagcarlan,2022,11,Influenza,27.0,85,86,74
Nagcarlan,2022,11,Pneumonia,27.0,85,86,121
Nagcarlan,2022,11,Bronchitis,27.0,85,86,92
Nagcarlan,2022,11,Asthma,27.0,85,86,160
Nagcarlan,2022,11,Common Cold,27.0,85,86,125
Majayjay,2022,11,Influenza,27.5,81,102,179
Majayjay,2022,11,Pneumonia,27.5,81,102,160
Majayjay,2022,11,Bronchitis,27.5,81,102,25
Majayjay,2022,11,Asthma,27.5,81,102,188
Majayjay,2022,11,Common Cold,27.5,81,102,375
Siniloan,2022,11,Influenza,28.0,88,92,258
Siniloan,2022,11,Pneumonia,28.0,88,92,119
Siniloan,2022,11,Bronchitis,28.0,88,92,142
Siniloan,2022,11,Asthma,28.0,88,92,123
Siniloan,2022,11,Common Cold,28.0,88,92,375
Famy,2022,11,Influenza,28.2,85,102,183
Famy,2022,11,Pneumonia,28.2,85,102,130
Famy,2022,11,Bronchitis,28.2,85,102,41
Famy,2022,11,Asthma,28.2,85,102,50
Famy,2022,11,Common Cold,28.2,85,102,317
Mabitac,2022,11,Influenza,27.2,84,105,283
Mabitac,2022,11,Pneumonia,27.2,84,105,60
Mabitac,2022,11,Bronchitis,27.2,84,105,71
Mabitac,2022,11,Asthma,27.2,84,105,176
Mabitac,2022,11,Common Cold,27.2,84,105,190
Rizal,2022,11,Influenza,27.1,80,99,206
Rizal,2022,11,Pneumonia,27.1,80,99,82
Rizal,2022,11,Bronchitis,27.1,80,99,111
Rizal,2022,11,Asthma,27.1,80,99,45
Rizal,2022,11,Common Cold,27.1,80,99,455
Alaminos,2022,11,Influenza,26.7,86,127,169
Alaminos,2022,11,Pneumonia,26.7,86,127,145
Alaminos,2022,11,Bronchitis,26.7,86,127,52
Alaminos,2022,11,Asthma,26.7,86,127,186
Alaminos,2022,11,Common Cold,26.7,86,127,244
Pangil,2022,11,Influenza,28.3,83,116,203
Pangil,2022,11,Pneumonia,28.3,83,116,178
Pangil,2022,11,Bronchitis,28.3,83,116,111
Pangil,2022,11,Asthma,28.3,83,116,58
Pangil,2022,11,Common Cold,28.3,83,116,199
Kalayaan,2022,11,Influenza,28.2,83,106,160
Kalayaan,2022,11,Pneumonia,28.2,83,106,121
Kalayaan,2022,11,Bronchitis,28.2,83,106,95
Kalayaan,2022,11,Asthma,28.2,83,106,79
Kalayaan,2022,11,Common Cold,28.2,83,106,489
Cavinti,2022,11,Influenza,26.7,83,74,206
Cavinti,2022,11,Pneumonia,26.7,83,74,142
Cavinti,2022,11,Bronchitis,26.7,83,74,27
Cavinti,2022,11,Asthma,26.7,83,74,47
Cavinti,2022,11,Common Cold,26.7,83,74,424
Biñan,2022,12,Influenza,27.6,88,49,219
Biñan,2022,12,Pneumonia,27.6,88,49,139
Biñan,2022,12,Bronchitis,27.6,88,49,34
Biñan,2022,12,Asthma,27.6,88,49,91
Biñan,2022,12,Common Cold,27.6,88,49,427
Cabuyao,2022,12,Influenza,27.0,88,44,134
Cabuyao,2022,12,Pneumonia,27.0,88,44,141
Cabuyao,2022,12,Bronchitis,27.0,88,44,131
Cabuyao,2022,12,Asthma,27.0,88,44,254
Cabuyao,2022,12,Common Cold,27.0,88,44,412
Calamba,2022,12,Influenza,27.4,86,88,180
Calamba,2022,12,Pneumonia,27.4,86,88,94
Calamba,2022,12,Bronchitis,27.4,86,88,126
Calamba,2022,12,Asthma,27.4,86,88,82
Calamba,2022,12,Common Cold,27.4,86,88,292
San Pedro,2022,12,Influenza,25.6,90,48,253
San Pedro,2022,12,Pneumonia,25.6,90,48,132
San Pedro,2022,12,Bronchitis,25.6,90,48,51
San Pedro,2022,12,Asthma,25.6,90,48,84
San Pedro,2022,12,Common Cold,25.6,90,48,143
Sta. Rosa,2022,12,Influenza,26.7,88,41,264
Sta. Rosa,2022,12,Pneumonia,26.7,88,41,174
Sta. Rosa,2022,12,Bronchitis,26.7,88,41,87
Sta. Rosa,2022,12,Asthma,26.7,88,41,203
Sta. Rosa,2022,12,Common Cold,26.7,88,41,423
San Pablo,2022,12,Influenza,26.3,86,95,124
San Pablo,2022,12,Pneumonia,26.3,86,95,54
San Pablo,2022,12,Bronchitis,26.3,86,95,150
San Pablo,2022,12,Asthma,26.3,86,95,128
San Pablo,2022,12,Common Cold,26.3,86,95,195
Santa Cruz,2022,12,Influenza,26.5,91,50,271
Santa Cruz,2022,12,Pneumonia,26.5,91,50,132
Santa Cruz,2022,12,Bronchitis,26.5,91,50,85
Santa Cruz,2022,12,Asthma,26.5,91,50,211
Santa Cruz,2022,12,Common Cold,26.5,91,50,363
Bay,2022,12,Influenza,26.3,86,46,249
Bay,2022,12,Pneumonia,26.3,86,46,104
Bay,2022,12,Bronchitis,26.3,86,46,27
Bay,2022,12,Asthma,26.3,86,46,143
Bay,2022,12,Common Cold,26.3,86,46,184
Los Baños,2022,12,Influenza,26.0,91,40,112
Los Baños,2022,12,Pneumonia,26.0,91,40,157
Los Baños,2022,12,Bronchitis,26.0,91,40,23
Los Baños,2022,12,Asthma,26.0,91,40,195
Los Baños,2022,12,Common Cold,26.0,91,40,442
Victoria,2022,12,Influenza,26.8,87,47,231
Victoria,2022,12,Pneumonia,26.8,87,47,181
Victoria,2022,12,Bronchitis,26.8,87,47,128
Victoria,2022,12,Asthma,26.8,87,47,197
Victoria,2022,12,Common Cold,26.8,87,47,387
Pagsanjan,2022,12,Influenza,27.2,86,32,182
Pagsanjan,2022,12,Pneumonia,27.2,86,32,38
Pagsanjan,2022,12,Bronchitis,27.2,86,32,54
Pagsanjan,2022,12,Asthma,27.2,86,32,136
Pagsanjan,2022,12,Common Cold,27.2,86,32,286
Pakil,2022,12,Influenza,26.9,90,65,292
Pakil,2022,12,Pneumonia,26.9,90,65,161
Pakil,2022,12,Bronchitis,26.9,90,65,119
Pakil,2022,12,Asthma,26.9,90,65,211
Pakil,2022,12,Common Cold,26.9,90,65,422
Paete,2022,12,Influenza,25.9,89,57,86
Paete,2022,12,Pneumonia,25.9,89,57,89
Paete,2022,12,Bronchitis,25.9,89,57,39
Paete,2022,12,Asthma,25.9,89,57,79
Paete,2022,12,Common Cold,25.9,89,57,462
Pila,2022,12,Influenza,26.2,82,65,275
Pila,2022,12,Pneumonia,26.2,82,65,62
Pila,2022,12,Bronchitis,26.2,82,65,129
Pila,2022,12,Asthma,26.2,82,65,129
Pila,2022,12,Common Cold,26.2,82,65,311
Liliw,2022,12,Influenza,27.2,86,61,248
Liliw,2022,12,Pneumonia,27.2,86,61,66
Liliw,2022,12,Bronchitis,27.2,86,61,124
Liliw,2022,12,Asthma,27.2,86,61,123
Liliw,2022,12,Common Cold,27.2,86,61,468
Nagcarlan,2022,12,Influenza,25.9,92,79,83
Nagcarlan,2022,12,Pneumonia,25.9,92,79,46
Nagcarlan,2022,12,Bronchitis,25.9,92,79,111
Nagcarlan,2022,12,Asthma,25.9,92,79,144
Nagcarlan,2022,12,Common Cold,25.9,92,79,345
Majayjay,2022,12,Influenza,26.1,90,52,253
Majayjay,2022,12,Pneumonia,26.1,90,52,123
Majayjay,2022,12,Bronchitis,26.1,90,52,156
Majayjay,2022,12,Asthma,26.1,90,52,97
Majayjay,2022,12,Common Cold,26.1,90,52,107
Siniloan,2022,12,Influenza,25.6,86,81,295
Siniloan,2022,12,Pneumonia,25.6,86,81,128
Siniloan,2022,12,Bronchitis,25.6,86,81,92
Siniloan,2022,12,Asthma,25.6,86,81,171
Siniloan,2022,12,Common Cold,25.6,86,81,339
Famy,2022,12,Influenza,26.2,88,90,135
Famy,2022,12,Pneumonia,26.2,88,90,70
Famy,2022,12,Bronchitis,26.2,88,90,101
Famy,2022,12,Asthma,26.2,88,90,211
Famy,2022,12,Common Cold,26.2,88,90,271
Mabitac,2022,12,Influenza,26.4,85,69,115
Mabitac,2022,12,Pneumonia,26.4,85,69,43
Mabitac,2022,12,Bronchitis,26.4,85,69,107
Mabitac,2022,12,Asthma,26.4,85,69,54
Mabitac,2022,12,Common Cold,26.4,85,69,160
Rizal,2022,12,Influenza,26.5,88,37,295
Rizal,2022,12,Pneumonia,26.5,88,37,40
Rizal,2022,12,Bronchitis,26.5,88,37,47
Rizal,2022,12,Asthma,26.5,88,37,48
Rizal,2022,12,Common Cold,26.5,88,37,447
Alaminos,2022,12,Influenza,27.0,87,40,166
Alaminos,2022,12,Pneumonia,27.0,87,40,89
Alaminos,2022,12,Bronchitis,27.0,87,40,73
Alaminos,2022,12,Asthma,27.0,87,40,255
Alaminos,2022,12,Common Cold,27.0,87,40,114
Pangil,2022,12,Influenza,27.4,89,67,140
Pangil,2022,12,Pneumonia,27.4,89,67,98
Pangil,2022,12,Bronchitis,27.4,89,67,72
Pangil,2022,12,Asthma,27.4,89,67,51
Pangil,2022,12,Common Cold,27.4,89,67,189
Kalayaan,2022,12,Influenza,26.6,88,65,231
Kalayaan,2022,12,Pneumonia,26.6,88,65,96
Kalayaan,2022,12,Bronchitis,26.6,88,65,102
Kalayaan,2022,12,Asthma,26.6,88,65,179
Kalayaan,2022,12,Common Cold,26.6,88,65,374
Cavinti,2022,12,Influenza,25.9,86,73,314
Cavinti,2022,12,Pneumonia,25.9,86,73,195
Cavinti,2022,12,Bronchitis,25.9,86,73,105
Cavinti,2022,12,Asthma,25.9,86,73,250
Cavinti,2022,12,Common Cold,25.9,86,73,374
Biñan,2023,1,Influenza,26.6,89,34,120
Biñan,2023,1,Pneumonia,26.6,89,34,178
Biñan,2023,1,Bronchitis,26.6,89,34,42
Biñan,2023,1,Asthma,26.6,89,34,218
Biñan,2023,1,Common Cold,26.6,89,34,134
Cabuyao,2023,1,Influenza,25.2,87,10,217
Cabuyao,2023,1,Pneumonia,25.2,87,10,140
Cabuyao,2023,1,Bronchitis,25.2,87,10,116
Cabuyao,2023,1,Asthma,25.2,87,10,127
Cabuyao,2023,1,Common Cold,25.2,87,10,471
Calamba,2023,1,Influenza,26.3,86,50,250
Calamba,2023,1,Pneumonia,26.3,86,50,116
Calamba,2023,1,Bronchitis,26.3,86,50,54
Calamba,2023,1,Asthma,26.3,86,50,65
Calamba,2023,1,Common Cold,26.3,86,50,361
San Pedro,2023,1,Influenza,25.4,82,27,57
San Pedro,2023,1,Pneumonia,25.4,82,27,82
San Pedro,2023,1,Bronchitis,25.4,82,27,58
San Pedro,2023,1,Asthma,25.4,82,27,52
San Pedro,2023,1,Common Cold,25.4,82,27,140
Sta. Rosa,2023,1,Influenza,26.4,89,69,73
Sta. Rosa,2023,1,Pneumonia,26.4,89,69,123
Sta. Rosa,2023,1,Bronchitis,26.4,89,69,120
Sta. Rosa,2023,1,Asthma,26.4,89,69,159
Sta. Rosa,2023,1,Common Cold,26.4,89,69,439
San Pablo,2023,1,Influenza,26.9,81,39,186
San Pablo,2023,1,Pneumonia,26.9,81,39,51
San Pablo,2023,1,Bronchitis,26.9,81,39,23
San Pablo,2023,1,Asthma,26.9,81,39,167
San Pablo,2023,1,Common Cold,26.9,81,39,390
Santa Cruz,2023,1,Influenza,26.2,91,17,67
Santa Cruz,2023,1,Pneumonia,26.2,91,17,32
Santa Cruz,2023,1,Bronchitis,26.2,91,17,81
Santa Cruz,2023,1,Asthma,26.2,91,17,162
Santa Cruz,2023,1,Common Cold,26.2,91,17,289
Bay,2023,1,Influenza,25.9,83,10,104
Bay,2023,1,Pneumonia,25.9,83,10,177
Bay,2023,1,Bronchitis,25.9,83,10,33
Bay,2023,1,Asthma,25.9,83,10,50
Bay,2023,1,Common Cold,25.9,83,10,121
Los Baños,2023,1,Influenza,27.1,85,10,277
Los Baños,2023,1,Pneumonia,27.1,85,10,59
Los Baños,2023,1,Bronchitis,27.1,85,10,83
Los Baños,2023,1,Asthma,27.1,85,10,150
Los Baños,2023,1,Common Cold,27.1,85,10,428
Victoria,2023,1,Influenza,25.2,84,33,93
Victoria,2023,1,Pneumonia,25.2,84,33,166
Victoria,2023,1,Bronchitis,25.2,84,33,30
Victoria,2023,1,Asthma,25.2,84,33,167
Victoria,2023,1,Common Cold,25.2,84,33,382
Pagsanjan,2023,1,Influenza,26.0,87,41,255
Pagsanjan,2023,1,Pneumonia,26.0,87,41,156
Pagsanjan,2023,1,Bronchitis,26.0,87,41,55
Pagsanjan,2023,1,Asthma,26.0,87,41,108
Pagsanjan,2023,1,Common Cold,26.0,87,41,116
Pakil,2023,1,Influenza,26.9,85,54,262
Pakil,2023,1,Pneumonia,26.9,85,54,177
Pakil,2023,1,Bronchitis,26.9,85,54,87
Pakil,2023,1,Asthma,26.9,85,54,201
Pakil,2023,1,Common Cold,26.9,85,54,397
Paete,2023,1,Influenza,25.4,88,54,284
Paete,2023,1,Pneumonia,25.4,88,54,116
Paete,2023,1,Bronchitis,25.4,88,54,97
Paete,2023,1,Asthma,25.4,88,54,190
Paete,2023,1,Common Cold,25.4,88,54,364
Pila,2023,1,Influenza,25.2,85,22,118
Pila,2023,1,Pneumonia,25.2,85,22,187
Pila,2023,1,Bronchitis,25.2,85,22,140
Pila,2023,1,Asthma,25.2,85,22,116
Pila,2023,1,Common Cold,25.2,85,22,274
Liliw,2023,1,Influenza,26.2,86,53,155
Liliw,2023,1,Pneumonia,26.2,86,53,174
Liliw,2023,1,Bronchitis,26.2,86,53,100
Liliw,2023,1,Asthma,26.2,86,53,176
Liliw,2023,1,Common Cold,26.2,86,53,474
Nagcarlan,2023,1,Influenza,26.3,82,46,122
Nagcarlan,2023,1,Pneumonia,26.3,82,46,80
Nagcarlan,2023,1,Bronchitis,26.3,82,46,60
Nagcarlan,2023,1,Asthma,26.3,82,46,94
Nagcarlan,2023,1,Common Cold,26.3,82,46,193
Majayjay,2023,1,Influenza,26.0,83,36,143
Majayjay,2023,1,Pneumonia,26.0,83,36,87
Majayjay,2023,1,Bronchitis,26.0,83,36,80
Majayjay,2023,1,Asthma,26.0,83,36,143
Majayjay,2023,1,Common Cold,26.0,83,36,267
Siniloan,2023,1,Influenza,25.8,92,36,206
Siniloan,2023,1,Pneumonia,25.8,92,36,61
Siniloan,2023,1,Bronchitis,25.8,92,36,81
Siniloan,2023,1,Asthma,25.8,92,36,236
Siniloan,2023,1,Common Cold,25.8,92,36,240
Famy,2023,1,Influenza,26.6,88,30,128
Famy,2023,1,Pneumonia,26.6,88,30,113
Famy,2023,1,Bronchitis,26.6,88,30,22
Famy,2023,1,Asthma,26.6,88,30,232
Famy,2023,1,Common Cold,26.6,88,30,498
Mabitac,2023,1,Influenza,25.5,90,31,160
Mabitac,2023,1,Pneumonia,25.5,90,31,217
Mabitac,2023,1,Bronchitis,25.5,90,31,138
Mabitac,2023,1,Asthma,25.5,90,31,63
Mabitac,2023,1,Common Cold,25.5,90,31,337
Rizal,2023,1,Influenza,26.6,89,28,226
Rizal,2023,1,Pneumonia,26.6,89,28,133
Rizal,2023,1,Bronchitis,26.6,89,28,94
Rizal,2023,1,Asthma,26.6,89,28,165
Rizal,2023,1,Common Cold,26.6,89,28,183
Alaminos,2023,1,Influenza,25.6,87,61,276
Alaminos,2023,1,Pneumonia,25.6,87,61,73
Alaminos,2023,1,Bronchitis,25.6,87,61,25
Alaminos,2023,1,Asthma,25.6,87,61,164
Alaminos,2023,1,Common Cold,25.6,87,61,130
Pangil,2023,1,Influenza,25.5,90,15,270
Pangil,2023,1,Pneumonia,25.5,90,15,50
Pangil,2023,1,Bronchitis,25.5,90,15,28
Pangil,2023,1,Asthma,25.5,90,15,59
Pangil,2023,1,Common Cold,25.5,90,15,342
Kalayaan,2023,1,Influenza,26.8,82,22,225
Kalayaan,2023,1,Pneumonia,26.8,82,22,48
Kalayaan,2023,1,Bronchitis,26.8,82,22,40
Kalayaan,2023,1,Asthma,26.8,82,22,42
Kalayaan,2023,1,Common Cold,26.8,82,22,459
Cavinti,2023,1,Influenza,26.5,86,43,95
Cavinti,2023,1,Pneumonia,26.5,86,43,180
Cavinti,2023,1,Bronchitis,26.5,86,43,40
Cavinti,2023,1,Asthma,26.5,86,43,231
Cavinti,2023,1,Common Cold,26.5,86,43,390
Biñan,2023,2,Influenza,26.9,88,10,122
Biñan,2023,2,Pneumonia,26.9,88,10,89
Biñan,2023,2,Bronchitis,26.9,88,10,126
Biñan,2023,2,Asthma,26.9,88,10,58
Biñan,2023,2,Common Cold,26.9,88,10,294
Cabuyao,2023,2,Influenza,26.2,82,30,234
Cabuyao,2023,2,Pneumonia,26.2,82,30,48
Cabuyao,2023,2,Bronchitis,26.2,82,30,130
Cabuyao,2023,2,Asthma,26.2,82,30,66
Cabuyao,2023,2,Common Cold,26.2,82,30,349
Calamba,2023,2,Influenza,26.9,81,67,190
Calamba,2023,2,Pneumonia,26.9,81,67,56
Calamba,2023,2,Bronchitis,26.9,81,67,124
Calamba,2023,2,Asthma,26.9,81,67,127
Calamba,2023,2,Common Cold,26.9,81,67,109
San Pedro,2023,2,Influenza,27.6,83,25,113
San Pedro,2023,2,Pneumonia,27.6,83,25,116
San Pedro,2023,2,Bronchitis,27.6,83,25,73
San Pedro,2023,2,Asthma,27.6,83,25,210
San Pedro,2023,2,Common Cold,27.6,83,25,177
Sta. Rosa,2023,2,Influenza,26.9,85,42,131
Sta. Rosa,2023,2,Pneumonia,26.9,85,42,103
Sta. Rosa,2023,2,Bronchitis,26.9,85,42,49
Sta. Rosa,2023,2,Asthma,26.9,85,42,107
Sta. Rosa,2023,2,Common Cold,26.9,85,42,426
San Pablo,2023,2,Influenza,26.5,82,47,148
San Pablo,2023,2,Pneumonia,26.5,82,47,141
San Pablo,2023,2,Bronchitis,26.5,82,47,137
San Pablo,2023,2,Asthma,26.5,82,47,201
San Pablo,2023,2,Common Cold,26.5,82,47,156
Santa Cruz,2023,2,Influenza,26.4,83,35,88
Santa Cruz,2023,2,Pneumonia,26.4,83,35,30
Santa Cruz,2023,2,Bronchitis,26.4,83,35,75
Santa Cruz,2023,2,Asthma,26.4,83,35,140
Santa Cruz,2023,2,Common Cold,26.4,83,35,285
Bay,2023,2,Influenza,27.3,81,33,54
Bay,2023,2,Pneumonia,27.3,81,33,110
Bay,2023,2,Bronchitis,27.3,81,33,148
Bay,2023,2,Asthma,27.3,81,33,159
Bay,2023,2,Common Cold,27.3,81,33,142
Los Baños,2023,2,Influenza,27.4,87,27,224
Los Baños,2023,2,Pneumonia,27.4,87,27,117
Los Baños,2023,2,Bronchitis,27.4,87,27,114
Los Baños,2023,2,Asthma,27.4,87,27,257
Los Baños,2023,2,Common Cold,27.4,87,27,338
Victoria,2023,2,Influenza,26.5,85,49,284
Victoria,2023,2,Pneumonia,26.5,85,49,53
Victoria,2023,2,Bronchitis,26.5,85,49,88
Victoria,2023,2,Asthma,26.5,85,49,158
Victoria,2023,2,Common Cold,26.5,85,49,332
Pagsanjan,2023,2,Influenza,26.3,89,28,85
Pagsanjan,2023,2,Pneumonia,26.3,89,28,82
Pagsanjan,2023,2,Bronchitis,26.3,89,28,102
Pagsanjan,2023,2,Asthma,26.3,89,28,178
Pagsanjan,2023,2,Common Cold,26.3,89,28,246
Pakil,2023,2,Influenza,26.4,83,25,120
Pakil,2023,2,Pneumonia,26.4,83,25,192
Pakil,2023,2,Bronchitis,26.4,83,25,27
Pakil,2023,2,Asthma,26.4,83,25,227
Pakil,2023,2,Common Cold,26.4,83,25,367
Paete,2023,2,Influenza,26.8,86,34,273
Paete,2023,2,Pneumonia,26.8,86,34,105
Paete,2023,2,Bronchitis,26.8,86,34,123
Paete,2023,2,Asthma,26.8,86,34,111
Paete,2023,2,Common Cold,26.8,86,34,101
Pila,2023,2,Influenza,27.5,88,43,104
Pila,2023,2,Pneumonia,27.5,88,43,161
Pila,2023,2,Bronchitis,27.5,88,43,135
Pila,2023,2,Asthma,27.5,88,43,145
Pila,2023,2,Common Cold,27.5,88,43,383
Liliw,2023,2,Influenza,27.7,81,50,62
Liliw,2023,2,Pneumonia,27.7,81,50,149
Liliw,2023,2,Bronchitis,27.7,81,50,78
Liliw,2023,2,Asthma,27.7,81,50,43
Liliw,2023,2,Common Cold,27.7,81,50,179
Nagcarlan,2023,2,Influenza,26.6,84,54,160
Nagcarlan,2023,2,Pneumonia,26.6,84,54,70
Nagcarlan,2023,2,Bronchitis,26.6,84,54,47
Nagcarlan,2023,2,Asthma,26.6,84,54,70
Nagcarlan,2023,2,Common Cold,26.6,84,54,327
Majayjay,2023,2,Influenza,26.2,83,34,139
Majayjay,2023,2,Pneumonia,26.2,83,34,45
Majayjay,2023,2,Bronchitis,26.2,83,34,118
Majayjay,2023,2,Asthma,26.2,83,34,217
Majayjay,2023,2,Common Cold,26.2,83,34,231
Siniloan,2023,2,Influenza,26.7,85,10,71
Siniloan,2023,2,Pneumonia,26.7,85,10,114
Siniloan,2023,2,Bronchitis,26.7,85,10,46
Siniloan,2023,2,Asthma,26.7,85,10,188
Siniloan,2023,2,Common Cold,26.7,85,10,313
Famy,2023,2,Influenza,26.2,81,21,231
Famy,2023,2,Pneumonia,26.2,81,21,134
Famy,2023,2,Bronchitis,26.2,81,21,115
Famy,2023,2,Asthma,26.2,81,21,129
Famy,2023,2,Common Cold,26.2,81,21,170
Mabitac,2023,2,Influenza,25.3,85,48,258
Mabitac,2023,2,Pneumonia,25.3,85,48,150
Mabitac,2023,2,Bronchitis,25.3,85,48,53
Mabitac,2023,2,Asthma,25.3,85,48,188
Mabitac,2023,2,Common Cold,25.3,85,48,144
Rizal,2023,2,Influenza,26.8,82,50,282
Rizal,2023,2,Pneumonia,26.8,82,50,112
Rizal,2023,2,Bronchitis,26.8,82,50,128
Rizal,2023,2,Asthma,26.8,82,50,70
Rizal,2023,2,Common Cold,26.8,82,50,325
Alaminos,2023,2,Influenza,26.3,88,10,285
Alaminos,2023,2,Pneumonia,26.3,88,10,61
Alaminos,2023,2,Bronchitis,26.3,88,10,129
Alaminos,2023,2,Asthma,26.3,88,10,216
Alaminos,2023,2,Common Cold,26.3,88,10,166
Pangil,2023,2,Influenza,26.5,81,10,105
Pangil,2023,2,Pneumonia,26.5,81,10,175
Pangil,2023,2,Bronchitis,26.5,81,10,132
Pangil,2023,2,Asthma,26.5,81,10,127
Pangil,2023,2,Common Cold,26.5,81,10,457
Kalayaan,2023,2,Influenza,26.8,86,17,73
Kalayaan,2023,2,Pneumonia,26.8,86,17,190
Kalayaan,2023,2,Bronchitis,26.8,86,17,121
Kalayaan,2023,2,Asthma,26.8,86,17,117
Kalayaan,2023,2,Common Cold,26.8,86,17,282
Cavinti,2023,2,Influenza,25.6,84,54,163
Cavinti,2023,2,Pneumonia,25.6,84,54,147
Cavinti,2023,2,Bronchitis,25.6,84,54,129
Cavinti,2023,2,Asthma,25.6,84,54,58
Cavinti,2023,2,Common Cold,25.6,84,54,115
Biñan,2023,3,Influenza,27.6,81,68,232
Biñan,2023,3,Pneumonia,27.6,81,68,187
Biñan,2023,3,Bronchitis,27.6,81,68,61
Biñan,2023,3,Asthma,27.6,81,68,204
Biñan,2023,3,Common Cold,27.6,81,68,396
Cabuyao,2023,3,Influenza,28.5,76,29,84
Cabuyao,2023,3,Pneumonia,28.5,76,29,173
Cabuyao,2023,3,Bronchitis,28.5,76,29,24
Cabuyao,2023,3,Asthma,28.5,76,29,198
Cabuyao,2023,3,Common Cold,28.5,76,29,464
Calamba,2023,3,Influenza,28.7,80,52,261
Calamba,2023,3,Pneumonia,28.7,80,52,159
Calamba,2023,3,Bronchitis,28.7,80,52,105
Calamba,2023,3,Asthma,28.7,80,52,50
Calamba,2023,3,Common Cold,28.7,80,52,474
San Pedro,2023,3,Influenza,27.9,78,65,186
San Pedro,2023,3,Pneumonia,27.9,78,65,190
San Pedro,2023,3,Bronchitis,27.9,78,65,20
San Pedro,2023,3,Asthma,27.9,78,65,42
San Pedro,2023,3,Common Cold,27.9,78,65,266
Sta. Rosa,2023,3,Influenza,27.4,79,61,127
Sta. Rosa,2023,3,Pneumonia,27.4,79,61,98
Sta. Rosa,2023,3,Bronchitis,27.4,79,61,126
Sta. Rosa,2023,3,Asthma,27.4,79,61,219
Sta. Rosa,2023,3,Common Cold,27.4,79,61,201
San Pablo,2023,3,Influenza,28.7,82,28,121
San Pablo,2023,3,Pneumonia,28.7,82,28,107
San Pablo,2023,3,Bronchitis,28.7,82,28,113
San Pablo,2023,3,Asthma,28.7,82,28,155
San Pablo,2023,3,Common Cold,28.7,82,28,235
Santa Cruz,2023,3,Influenza,27.4,80,35,188
Santa Cruz,2023,3,Pneumonia,27.4,80,35,197
Santa Cruz,2023,3,Bronchitis,27.4,80,35,109
Santa Cruz,2023,3,Asthma,27.4,80,35,224
Santa Cruz,2023,3,Common Cold,27.4,80,35,164
Bay,2023,3,Influenza,27.9,78,40,81
Bay,2023,3,Pneumonia,27.9,78,40,152
Bay,2023,3,Bronchitis,27.9,78,40,113
Bay,2023,3,Asthma,27.9,78,40,163
Bay,2023,3,Common Cold,27.9,78,40,478
Los Baños,2023,3,Influenza,27.3,79,39,175
Los Baños,2023,3,Pneumonia,27.3,79,39,170
Los Baños,2023,3,Bronchitis,27.3,79,39,61
Los Baños,2023,3,Asthma,27.3,79,39,117
Los Baños,2023,3,Common Cold,27.3,79,39,434
Victoria,2023,3,Influenza,27.4,80,18,111
Victoria,2023,3,Pneumonia,27.4,80,18,70
Victoria,2023,3,Bronchitis,27.4,80,18,140
Victoria,2023,3,Asthma,27.4,80,18,208
Victoria,2023,3,Common Cold,27.4,80,18,448
Pagsanjan,2023,3,Influenza,29.1,77,66,119
Pagsanjan,2023,3,Pneumonia,29.1,77,66,98
Pagsanjan,2023,3,Bronchitis,29.1,77,66,27
Pagsanjan,2023,3,Asthma,29.1,77,66,162
Pagsanjan,2023,3,Common Cold,29.1,77,66,491
Pakil,2023,3,Influenza,27.9,76,21,261
Pakil,2023,3,Pneumonia,27.9,76,21,36
Pakil,2023,3,Bronchitis,27.9,76,21,65
Pakil,2023,3,Asthma,27.9,76,21,189
Pakil,2023,3,Common Cold,27.9,76,21,180
Paete,2023,3,Influenza,28.5,78,58,272
Paete,2023,3,Pneumonia,28.5,78,58,169
Paete,2023,3,Bronchitis,28.5,78,58,83
Paete,2023,3,Asthma,28.5,78,58,62
Paete,2023,3,Common Cold,28.5,78,58,149
Pila,2023,3,Influenza,27.9,81,68,261
Pila,2023,3,Pneumonia,27.9,81,68,167
